date,return
2010-01-04,0.015597080410112357
2010-01-05,-0.0070330106798677135
2010-01-06,0.0037552241273420147
2010-01-07,-0.00813010291671712
2010-01-08,0.006428796560798026
2010-01-11,0.015980757443082343
2010-01-12,-0.010387383907971982
2010-01-13,-0.0015220265936953994
2010-01-14,-0.0015310149066275838
2010-01-15,-0.012964227072545468
2010-01-19,0.026803617895831647
2010-01-20,0.0050284435954719865
2010-01-21,-0.010206319218240964
2010-01-22,-0.016469059805246766
2010-01-25,0.004219364774164735
2010-01-26,0.006885783943007913
2010-01-27,-0.01745356903110318
2010-01-28,-0.01474257234616854
2010-01-29,-0.03122849598163024
2010-02-01,0.015558675153229588
2010-02-02,0.0062746686898752
2010-02-03,-0.0013954185397480167
2010-02-04,-0.029777256042737326
2010-02-05,-0.015700458937198094
2010-02-08,-0.007573857991054439
2010-02-09,0.00024189648001429536
2010-02-10,-0.006526564828302404
2010-02-11,0.016113379693036136
2010-02-12,0.013375461736978062
2010-02-16,0.010476142607710957
2010-02-17,0.004467387726310738
2010-02-18,0.0028188866060343916
2010-02-19,0.009389765699050097
2010-02-22,0.007182530120481933
2010-02-23,-0.018505871178755448
2010-02-24,0.017612954400626626
2010-02-25,0.01774191203359646
2010-02-26,0.0020343807429647914
2010-03-01,0.01548478456014362
2010-03-02,0.003965587046363026
2010-03-03,0.0032802100712970854
2010-03-04,-0.002767113783189286
2010-03-05,-0.002552648264086384
2010-03-08,-0.0006463908501101661
2010-03-09,0.01171627276451012
2010-03-10,0.00882108471691416
2010-03-11,0.010068573264781566
2010-03-12,-0.014364132115845581
2010-03-15,0.0008596389241427627
2010-03-16,-0.00021434083141821442
2010-03-17,-0.0019209605532755033
2010-03-18,0.0002136995038747816
2010-03-19,0.0
2010-03-22,0.008135444509034442
2010-03-23,0.009569421903846098
2010-03-24,-0.0019467229914222335
2010-03-25,-0.014674104762065224
2010-03-26,-0.011780083154015812
2010-03-29,0.012752902935483866
2010-03-30,-0.000867281043680914
2010-03-31,-0.006744952279045964
2010-04-01,0.01984306671797071
2010-04-05,0.013023078843362144
2010-04-06,0.01372753988864923
2010-04-07,-0.005847932575101688
2010-04-08,-0.006746826902804182
2010-04-09,0.009333834987957748
2010-04-12,0.0050526317916898015
2010-04-13,-0.0043978431161400535
2010-04-14,0.006728301093355723
2010-04-15,0.0029343953664722035
2010-04-16,-0.00294177354363878
2010-04-19,0.004238228438228542
2010-04-20,0.017201531000597226
2010-04-21,0.0026842865992154153
2010-04-22,0.017373340586832296
2010-04-23,0.01955992257538709
2010-04-26,0.0015965077149571638
2010-04-27,-0.029199941167997675
2010-04-28,0.006177903624382201
2010-04-29,0.0018326410472946839
2010-04-30,-0.0066706490129502275
2010-05-03,0.02838603000811032
2010-05-04,-0.009753204811966646
2010-05-05,-0.01723440794809406
2010-05-06,-0.039536307182777876
2010-05-07,-0.010967742407214685
2010-05-10,0.010846871088861195
2010-05-11,0.02112970711297082
2010-05-12,0.01702917591420501
2010-05-13,-0.017550938067379413
2010-05-14,-0.025376542714597567
2010-05-17,-0.005714285956160168
2010-05-18,-0.027290098851489312
2010-05-19,-0.008106923573467876
2010-05-20,-0.027210817560581208
2010-05-21,0.03744594335093616
2010-05-24,-0.007653107251711175
2010-05-25,0.0076775913550284685
2010-05-26,0.012255456045250968
2010-05-27,0.019186774344751703
2010-05-28,-0.0044773225878666865
2010-06-01,-0.025039858866378304
2010-06-02,0.04165704173409564
2010-06-03,0.011388990366480799
2010-06-04,-0.022537661597370435
2010-06-07,-0.024132428771950595
2010-06-08,0.015072986695077312
2010-06-09,-0.0025386799570432488
2010-06-10,0.02432375650483099
2010-06-11,0.023035207248527357
2010-06-14,-0.0008764899019173703
2010-06-15,0.02467248908296949
2010-06-16,0.001070498845439853
2010-06-17,0.0019149149751027839
2010-06-18,-0.004869786359084833
2010-06-21,-0.011363699255814382
2010-06-22,-0.035214338769014066
2010-06-23,-0.022622424278005104
2010-06-24,0.004297715546204825
2010-06-25,0.012995674972185883
2010-06-28,0.012397564755368611
2010-06-29,-0.03275787959274018
2010-06-30,-0.00666049609554426
2010-07-01,-0.013682791573154341
2010-07-02,-0.006343961615224629
2010-07-06,-0.0025605447523405203
2010-07-07,0.03205418661421683
2010-07-08,0.011494343542679334
2010-07-09,0.005988001907030394
2010-07-12,0.0031048791994872987
2010-07-13,0.005681796080341092
2010-07-14,-0.0006561461210881404
2010-07-15,0.009216568119740294
2010-07-16,-0.0152905632308745
2010-07-19,0.0024336504963197903
2010-07-20,0.025715564656331284
2010-07-21,-0.020434740018901647
2010-07-22,0.001976306500300711
2010-07-23,0.006790755601516859
2010-07-26,0.01707367587910797
2010-07-27,0.0069357294437942365
2010-07-28,-0.004656021361101419
2010-07-29,-0.018991431990232933
2010-07-30,0.009765668614706301
2010-08-02,0.016135860215198743
2010-08-03,-0.0062892872117400345
2010-08-04,-0.0029473685451523717
2010-08-05,0.003828136881579442
2010-08-06,-0.0034173216574113438
2010-08-09,0.0021354047007346487
2010-08-10,0.0060241827032780455
2010-08-11,-0.015287223950923213
2010-08-12,0.004701186478620905
2010-08-13,0.009379142264869526
2010-08-16,0.0002223210414548709
2010-08-17,0.009710836459942522
2010-08-18,-0.00764528161543725
2010-08-19,-0.014585701012786766
2010-08-20,-0.005201266630541161
2010-08-23,-0.009278072171941022
2010-08-24,0.004163821612945591
2010-08-25,0.006003209420457181
2010-08-26,-0.003892786810167155
2010-08-27,0.013263252378836155
2010-08-30,-0.022176963615681385
2010-08-31,-0.0032520325203252167
